#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
33818,105.30978043,15.91381522,27.34,11.534,10.189,2.07,0.115,0.055
33819,105.3124218,0.01050899,13.68,8.082,7.62,1.03,0.011,0.01
33848,105.39825472,6.92677437,35.35,9.25,8.25,1.1,0.014,0.01
33955,105.67931488,-6.79846402,53.47,9.795,8.416,1.13,0.093,0.047
33973,105.72951984,-13.21789457,17.28,8.296,7.714,1.08,0.012,0.009
34002,105.82470567,9.13834729,12.59,6.134,5.976,0.98,0.004,0.006
34095,106.04362812,5.21292716,22.46,10.102,9.175,1.32,0.026,0.019
34110,106.08717956,-3.05062038,19.87,9.051,8.271,1.93,0.015,0.012
34146,106.20580089,-16.28458758,15.74,8.563,8.102,0.91,0.012,0.012
34200,106.38353593,-34.77779761,17.96,6.536,6.148,0.79,0.006,0.005
34214,106.40959917,3.94941129,12.92,8.385,7.888,1.01,0.012,0.012
34239,106.4698102,-1.02001324,15.59,7.873,7.32,1.0,0.011,0.012
34271,106.57025077,22.68367796,22.77,9.147,8.339,1.03,0.015,0.012
34317,106.71734431,23.96946106,30.68,11.536,10.249,1.65,0.107,0.053
34341,106.78875508,3.44808184,37.38,11.708,10.058,1.58,0.119,0.041
34353,106.82559913,-34.43878231,13.58,9.378,8.827,1.62,0.016,0.015
34396,106.97106857,-34.83375919,16.95,8.773,8.129,0.75,0.011,0.01
34407,107.00113728,15.52909801,21.96,8.461,7.874,1.05,0.012,0.009
34409,107.00753509,-27.75694566,19.75,8.851,8.187,0.92,0.01,0.009
34423,107.03927228,-9.96877138,34.84,10.087,8.965,1.37,0.026,0.017
34426,107.05006549,15.52136431,22.23,8.345,7.752,1.04,0.011,0.011
34511,107.27105147,15.42228551,22.78,8.776,8.071,1.1,0.015,0.013
34524,107.30615181,19.04274041,16.65,9.221,8.471,1.2,0.018,0.015
34540,107.34230434,16.54984404,21.57,8.415,7.832,1.19,0.014,0.011
34589,107.46745475,-16.23472715,15.76,6.986,6.643,0.77,0.007,0.007
34608,107.52828376,21.24813537,21.67,7.529,6.518,0.82,0.006,0.004
34617,107.53898709,-18.68559657,20.08,6.696,6.267,1.1,0.004,0.004
34622,107.55700787,-4.23763568,15.45,6.21,5.032,0.78,0.004,0.003
34633,107.60929677,1.64315605,14.64,9.197,8.541,1.09,0.016,0.015
34640,107.6234742,24.10842782,13.85,8.484,7.983,1.02,0.013,0.013
34653,107.65543473,20.44171814,13.35,9.921,9.172,1.18,0.028,0.023
34673,107.70776512,-14.43377333,39.4,11.441,10.116,1.44,0.078,0.037
34697,107.80386417,-25.90784437,12.52,9.244,8.46,1.07,0.012,0.01
34710,107.82400727,-12.04118426,15.94,7.934,7.202,0.9,0.01,0.009
34759,107.93268637,4.94149233,15.09,8.998,8.43,1.26,0.016,0.015
34767,107.96301234,10.5121797,14.01,8.701,8.125,1.04,0.009,0.008
34782,108.01716282,-30.82142072,21.02,6.416,6.123,0.61,0.004,0.003
34785,108.02034398,-24.89207132,36.44,12.254,10.524,1.8,0.144,0.045
34801,108.06247239,-38.1744848,13.6,8.69,8.028,0.72,0.011,0.009
34810,108.08297493,14.67737861,12.69,9.825,9.178,1.29,0.028,0.025
34848,108.17604194,-3.17794384,13.53,8.198,7.686,1.33,0.015,0.014
34879,108.26138625,-24.22582478,27.06,7.98,7.244,0.79,0.006,0.005
34966,108.52076659,-38.97940937,14.02,12.219,10.812,1.45,0.161,0.067
35139,108.96292197,-13.04991169,30.14,8.457,7.803,0.98,0.015,0.009
35148,108.98109042,-27.44831698,17.11,8.594,7.94,0.96,0.009,0.008
35151,108.98606824,-41.03054149,17.14,9.864,9.135,0.85,0.019,0.016
35173,109.04422475,-3.6657868,29.25,10.323,9.111,1.36,0.035,0.021
35185,109.07735741,5.07618337,18.99,9.192,8.497,1.18,0.017,0.015
35209,109.1516385,1.87904933,24.32,8.087,7.412,0.97,0.009,0.007
35219,109.18560312,16.14706747,19.24,7.247,6.805,0.9,0.006,0.005
35231,109.22230118,-3.71054423,13.87,8.222,7.718,0.97,0.012,0.013
35261,109.27899207,-12.03376909,16.03,7.172,6.673,1.64,0.007,0.005
35279,109.32494998,-40.65683667,15.7,8.434,7.644,0.63,0.009,0.008
35310,109.4104891,9.29236217,22.85,7.438,6.784,1.79,0.01,0.007
35323,109.4458132,-25.98574111,13.46,8.319,7.89,0.86,0.006,0.006
35332,109.47186129,-31.69422661,14.58,9.535,8.717,0.9,0.016,0.013
35350,109.52336162,16.54047526,34.59,3.723,3.593,0.93,0.003,0.002
35437,109.73539544,-45.29753627,21.28,7.764,7.217,0.58,0.007,0.006
35487,109.86700585,-16.39491266,22.71,6.119,5.754,0.8,0.005,0.006
35509,109.94837319,7.14309133,16.86,6.547,5.967,0.83,0.004,0.003
35519,109.97365142,9.22967182,19.64,10.369,9.318,1.39,0.035,0.023
35522,109.97922307,-30.62462718,15.28,9.043,8.426,0.87,0.012,0.011
35560,110.07754011,-17.86514764,12.69,8.991,8.542,1.17,0.012,0.012
35601,110.20563977,9.65387899,13.24,8.046,7.553,1.05,0.007,0.007
35633,110.30028356,-15.35739878,17.74,10.675,9.832,1.32,0.049,0.038
35642,110.31997526,-8.87754267,26.24,7.201,6.62,0.93,0.006,0.005
35651,110.3448476,-12.63835546,28.98,11.285,10.049,1.57,0.062,0.032
35656,110.36348115,-35.29526746,15.28,10.394,9.459,1.05,0.034,0.023
35718,110.54129922,-1.86334762,22.06,9.676,8.842,1.14,0.023,0.019
35733,110.56836086,-35.91647377,17.58,7.284,6.685,0.99,0.008,0.008
35739,110.57902826,-39.25320241,26.74,9.988,8.925,0.92,0.023,0.016
35750,110.61085605,8.90277507,22.4,10.515,9.408,1.61,0.033,0.021
35751,110.61790366,0.70095228,14.51,7.703,6.544,0.87,0.006,0.004
35775,110.70072879,-9.63174705,13.62,8.027,7.424,1.03,0.01,0.009
35823,110.81445967,-10.06822832,16.47,8.19,7.659,0.97,0.011,0.011
35851,110.87176867,-20.02258203,33.67,11.426,10.035,1.55,0.079,0.034
35872,110.94589902,12.96575197,39.91,9.445,8.288,1.14,0.02,0.013
35877,110.95267461,-33.48534268,13.51,9.27,8.622,1.14,0.015,0.013
35881,110.96564927,-5.27136523,15.17,9.046,8.178,0.99,0.015,0.012
35884,110.97441705,-17.41338174,29.37,7.4,6.891,0.79,0.005,0.005
35943,111.1428492,-17.89210865,41.56,12.675,10.512,1.7,0.302,0.064
35947,111.15654276,-38.27329386,15.73,7.915,7.465,0.63,0.007,0.008
35985,111.23817238,-38.35167573,20.44,10.521,9.523,1.25,0.031,0.021
35992,111.24997822,-38.34940983,20.73,10.789,9.629,1.5,0.038,0.023
35998,111.28515547,-13.75197556,28.72,6.273,5.83,0.77,0.004,0.004
36071,111.4884433,-2.24835274,28.07,7.656,7.036,0.9,0.007,0.007
36081,111.51521081,-15.66566543,23.59,7.629,6.945,0.9,0.005,0.005
36121,111.61055982,-15.77009219,38.92,10.763,9.362,1.38,0.043,0.02
36165,111.74537148,-34.31242119,25.21,7.573,7.066,1.95,0.007,0.006
36188,111.78780121,8.28940893,19.16,2.794,2.878,0.85,0.003,0.003
36290,112.05009563,9.49885114,23.15,9.79,8.892,1.26,0.024,0.018
36310,112.10763016,4.15328165,21.33,9.084,8.197,1.19,0.013,0.01
36347,112.21393857,-24.14112866,27.48,11.243,10.153,1.82,0.096,0.055
36349,112.21441365,-30.24649813,64.24,11.88,10.321,2.68,0.129,0.047
36377,112.3078263,-43.30189129,17.74,5.251,3.438,0.47,0.004,0.003
36392,112.33495381,-17.34492083,13.37,7.9,7.226,0.87,0.008,0.008
36395,112.34156903,-14.99809455,29.31,6.522,6.025,0.92,0.005,0.004
36399,112.35670842,-7.55147431,35.95,6.429,5.92,3.07,0.004,0.004
36414,112.38098,-38.12282841,19.04,8.36,7.797,0.67,0.01,0.008
36485,112.60938217,13.86500784,20.92,7.71,7.172,1.21,0.009,0.009
36497,112.633443,13.84447897,20.02,8.615,7.999,0.98,0.012,0.011
36512,112.66660135,-15.99432149,27.36,8.498,7.792,0.93,0.011,0.009
36515,112.67739849,-37.33949152,45.93,7.445,6.734,0.58,0.006,0.005
36557,112.80624023,2.1703622,15.04,8.061,7.356,0.94,0.008,0.007
36640,113.02423825,-8.88091851,33.4,6.55,5.984,0.93,0.005,0.004
36654,113.08558984,-49.84864257,17.0,9.74,8.979,0.81,0.018,0.015
36670,113.15873033,-16.82482793,15.29,9.589,8.961,1.17,0.018,0.016
36723,113.2986465,3.29027472,23.44,5.979,5.621,0.77,0.004,0.003
36731,113.31820013,-22.30091846,22.34,9.159,8.447,1.22,0.019,0.016
36763,113.41175831,-47.97396321,16.64,10.041,9.203,1.27,0.024,0.018
36784,113.48872577,-50.86643767,13.41,10.506,9.655,0.96,0.035,0.026
36795,113.51335813,-22.29618077,38.91,5.068,4.508,0.66,0.002,0.002
36809,113.55502049,-16.18809032,17.16,7.459,6.797,0.8,0.006,0.005
36817,113.57780754,-23.47366319,34.41,5.584,5.1,1.13,0.004,0.005
36818,113.57856357,-45.2797061,15.32,11.27,10.441,1.38,0.071,0.051
36827,113.6092288,-6.89657277,40.32,9.263,8.252,1.26,0.017,0.012
36836,113.62049049,-13.87040541,21.8,7.276,6.756,0.86,0.005,0.005
36890,113.76445725,-28.49806986,13.82,8.32,7.883,0.92,0.009,0.008
36897,113.79000103,-31.50235473,13.44,9.746,8.664,0.93,0.016,0.011
36901,113.80115081,-17.54854349,18.04,8.008,7.358,1.15,0.007,0.006
36917,113.8455718,-28.36927798,14.5,4.508,4.628,0.62,0.002,0.002
36927,113.86227454,-52.44316453,39.66,10.14,8.926,0.8,0.028,0.017
36948,113.94791807,-32.20408225,28.95,9.132,8.299,0.92,0.012,0.009
36964,113.98359651,-32.84109152,19.22,9.924,9.022,1.03,0.024,0.018
36976,114.00663856,-3.15204314,28.17,7.837,7.219,0.88,0.007,0.005
36985,114.02940164,-3.11016346,69.85,11.774,10.024,1.53,0.104,0.033
37031,114.14487545,5.86210427,22.92,6.623,5.974,0.89,0.004,0.004
37068,114.26177049,-52.36585581,16.35,8.457,7.949,0.6,0.011,0.01
37088,114.31971063,-4.1110225,16.11,5.668,5.186,0.87,0.003,0.002
37109,114.38331522,-24.59691988,15.03,10.632,9.647,1.51,0.041,0.027
37171,114.57232089,-27.14591824,19.72,9.33,8.5,1.13,0.013,0.01
37183,114.59765739,-32.50093224,14.68,9.09,8.554,0.88,0.011,0.011
37224,114.68536913,-31.73110264,14.88,8.946,8.349,1.16,0.011,0.01
37233,114.71333666,-5.465268,18.51,8.318,7.656,0.94,0.012,0.009
37288,114.84635403,2.18426228,67.27,11.461,9.792,1.51,0.084,0.031
37309,114.89716308,-26.47432757,13.85,9.393,8.613,1.01,0.012,0.009
37327,114.94057164,-12.51239596,14.47,9.088,8.392,1.05,0.012,0.011
37349,114.99703127,-3.59683158,70.44,8.395,7.289,0.94,0.01,0.006
37360,115.03296671,-44.43074771,13.85,8.222,7.587,0.6,0.008,0.009
37390,115.12729278,-33.42651709,17.38,7.968,7.39,0.71,0.007,0.006
37419,115.22568983,-26.3628266,18.26,9.441,8.761,1.01,0.01,0.009
37447,115.31198612,-9.55108315,22.61,5.263,4.056,0.8,0.002,0.002
37460,115.3379559,-41.8893374,16.91,8.094,7.59,0.63,0.008,0.006
37519,115.50492813,-32.07959844,13.93,7.346,7.024,0.67,0.005,0.005
37520,115.50826091,-11.85283536,19.32,8.391,7.6,1.01,0.009,0.006
37584,115.69163791,4.0708728,13.38,8.509,8.001,1.09,0.009,0.008
37606,115.73817103,-45.17177284,41.43,5.995,5.131,0.81,0.003,0.002
37624,115.81006509,-4.13096591,14.24,7.595,7.235,1.03,0.007,0.007
37635,115.8397598,-52.16450303,33.13,7.349,6.75,0.5,0.005,0.005
37645,115.87956075,3.48606514,18.96,7.648,7.024,1.11,0.009,0.007
37664,115.92428224,-40.93332961,15.13,6.548,5.247,0.49,0.003,0.003
37683,115.96665184,-46.85195137,18.63,10.408,9.529,0.95,0.03,0.022
37710,116.04059732,-36.06271326,22.99,6.172,5.835,0.51,0.003,0.003
37715,116.04785808,-27.71015311,13.18,9.416,8.677,1.14,0.012,0.01
37718,116.0525692,-50.45707517,32.45,7.248,6.691,0.55,0.006,0.005
37727,116.06907597,-50.46696223,33.25,8.384,7.622,0.67,0.009,0.008
37732,116.08234822,-5.05541216,21.33,8.485,7.781,1.11,0.016,0.013
37781,116.19645138,-33.7320102,21.34,9.714,8.744,2.03,0.025,0.018
37798,116.25476091,2.13787935,40.58,11.893,10.228,2.18,0.193,0.072
37844,116.37181427,-10.16066798,19.05,8.107,7.605,0.99,0.006,0.006
37878,116.46157505,-45.42621437,14.39,10.265,9.548,0.92,0.028,0.024
37879,116.46225633,-7.52955411,18.73,8.041,7.519,0.94,0.009,0.008
37885,116.4704767,0.82312368,14.64,10.391,9.564,1.68,0.052,0.04
37891,116.48698643,-14.56382026,13.8,5.43,5.078,0.71,0.002,0.002
37894,116.50243719,-42.70324332,17.79,11.494,10.256,1.21,0.081,0.042
37901,116.50900614,-6.77228458,13.68,7.292,5.661,0.92,0.009,0.005
37906,116.51506082,-23.14159541,17.36,7.538,7.003,0.89,0.007,0.006
38041,116.95654757,-54.26346735,30.66,9.024,8.188,0.69,0.013,0.011
38048,116.98659214,-12.19289276,33.06,6.171,5.672,0.84,0.006,0.006
38083,117.06635664,-6.77381794,14.33,7.493,7.193,1.15,0.009,0.009
38089,117.08436527,-47.07753199,14.36,6.058,4.808,0.48,0.004,0.003
38120,117.17923051,-30.25513292,14.65,8.305,7.575,0.76,0.009,0.007
38129,117.2058016,-38.20396155,23.61,7.723,7.189,0.63,0.008,0.007
38131,117.20785965,-56.0080831,13.32,9.762,9.065,0.84,0.023,0.02
38134,117.22276268,-24.9728377,20.14,8.617,8.017,1.09,0.018,0.016
38138,117.24259515,0.66198467,16.26,7.836,7.485,1.02,0.012,0.015
38150,117.27573517,-11.1811584,12.82,7.066,6.765,0.91,0.005,0.005
38188,117.37228144,-54.9012195,13.68,8.983,8.427,0.73,0.015,0.014
38211,117.42153403,-17.228123,12.87,6.859,5.318,0.71,0.004,0.002
38216,117.43868792,-20.20731485,19.36,7.247,6.606,0.77,0.004,0.004
38235,117.49637277,-23.79824265,15.67,7.075,6.752,0.8,0.005,0.005
38250,117.53414796,-39.08116286,20.54,10.287,9.348,0.97,0.031,0.022
38267,117.59951934,-50.5093647,12.59,7.306,6.024,0.51,0.005,0.003
38296,117.69498185,2.4692352,17.43,8.858,8.275,1.55,0.023,0.021
38324,117.764473,-50.30540088,28.51,11.484,10.251,1.33,0.09,0.049
38369,117.91463676,-40.07005627,15.0,8.892,8.358,0.72,0.015,0.014
38372,117.92035359,-12.81939332,13.37,6.816,6.41,0.82,0.004,0.005
38382,117.94309895,-13.89719057,59.98,5.911,5.232,0.95,0.004,0.003
38388,117.95482475,-20.72057262,15.31,7.261,6.831,0.77,0.005,0.005
38392,117.98303279,-11.03255449,31.58,8.596,7.801,0.94,0.011,0.009
38401,118.00936703,-33.9509142,13.77,9.303,8.718,0.97,0.019,0.018
38423,118.06584635,-34.70602121,55.48,5.606,5.104,0.54,0.006,0.004
38474,118.19946278,-5.42818693,24.45,6.248,5.812,0.95,0.004,0.004
38531,118.35358471,-35.6182863,18.2,10.338,9.317,1.04,0.041,0.027
38594,118.54615276,-25.30366157,51.16,11.46,9.955,1.57,0.069,0.028
38625,118.64302408,-1.4121073,52.01,8.318,7.494,1.85,0.017,0.011
38646,118.7002991,-49.83684369,20.74,10.485,9.462,1.06,0.044,0.029
38718,118.89931633,-15.57873027,18.02,8.139,7.098,0.86,0.009,0.006
38747,118.99256079,-9.79714418,20.69,9.178,8.446,1.15,0.018,0.015
38817,119.16626466,-16.53138354,13.54,7.898,7.294,1.01,0.008,0.008
38842,119.22965372,-36.90730591,14.67,9.226,8.585,0.81,0.013,0.012
38862,119.30313449,-14.59154003,21.75,8.779,8.092,1.0,0.012,0.01
38910,119.45166348,-33.95292606,54.62,10.342,8.976,4.31,0.028,0.015
38931,119.49115589,-0.81442473,57.26,9.43,8.225,1.45,0.027,0.017
38939,119.51723268,-25.62603145,54.91,9.789,8.576,1.15,0.017,0.011
38969,119.60660837,-15.01975764,30.2,10.783,9.478,1.23,0.044,0.023
38980,119.65484316,-34.94528576,34.12,8.889,8.041,1.39,0.01,0.008
38998,119.71788836,-13.31490016,28.52,9.876,8.791,1.08,0.049,0.034
39017,119.76637059,-4.33231464,16.2,7.323,7.01,1.0,0.008,0.008
39026,119.77934449,-41.58724927,14.11,9.193,8.558,0.78,0.013,0.012
39039,119.80843134,-52.15154702,19.0,10.297,9.292,0.85,0.034,0.023
39061,119.86843828,-39.29683773,17.28,5.683,5.274,0.58,0.004,0.003
39071,119.9071342,-43.29948444,17.52,8.997,8.333,0.72,0.013,0.012
39079,119.93410303,-3.67957835,13.06,6.49,5.07,0.96,0.005,0.003
39088,119.94848095,-59.21209683,19.52,10.3,9.336,0.83,0.029,0.021
39095,119.96689649,-18.39914242,13.69,4.722,4.622,0.81,0.003,0.004
39101,119.98797404,-30.37563961,16.68,8.179,7.589,0.83,0.007,0.006
39102,119.99490484,-41.70392874,19.48,8.408,7.776,0.64,0.01,0.009
39187,120.22612555,-15.73878604,12.9,7.779,7.455,0.86,0.007,0.008
39186,120.22619412,-27.22655951,15.57,9.304,8.597,1.06,0.012,0.011
39196,120.25558351,-26.4603524,14.39,11.779,10.662,1.75,0.125,0.068
39198,120.26436586,-6.41908231,15.01,7.498,6.547,0.92,0.006,0.005
39254,120.41520173,-34.69482777,15.93,8.078,7.606,0.76,0.007,0.008
39298,120.52266402,-12.80408027,23.24,8.984,8.147,1.05,0.017,0.013
39330,120.6128805,-46.33686464,27.62,8.316,7.59,0.59,0.01,0.009
39338,120.6235301,-52.47044762,12.65,9.906,9.252,0.8,0.02,0.018
39346,120.64861755,-25.03687165,12.67,7.801,7.426,0.82,0.006,0.005
39391,120.79558784,-54.01421665,20.9,9.573,8.747,0.82,0.019,0.015
39425,120.8838492,-8.17350915,19.1,8.028,7.482,0.9,0.009,0.009
39457,120.97434257,-31.54461816,12.69,9.53,8.755,1.27,0.016,0.013
39468,121.00551918,-26.97342538,17.42,7.702,7.22,0.78,0.006,0.006
39470,121.00781844,-35.27598057,23.03,12.071,10.892,1.51,0.17,0.086
39481,121.03561349,-36.41241338,13.2,9.394,8.769,0.86,0.015,0.013
39491,121.09185849,-28.41662616,17.4,10.317,9.414,1.19,0.024,0.017
39611,121.41690208,-59.42404958,27.56,12.051,10.496,1.39,0.171,0.065
39680,121.640592,-56.27232943,16.41,10.467,9.589,0.93,0.032,0.024
39710,121.75122909,-29.40207468,39.08,7.525,6.863,0.77,0.005,0.004
39720,121.78659519,-36.38165721,21.26,7.953,7.36,0.67,0.008,0.006
39726,121.79518927,-21.276793,14.49,10.827,10.039,1.7,0.061,0.046
39738,121.83106328,-48.38661486,14.42,7.917,6.811,0.56,0.007,0.005
39748,121.85604476,-32.00913185,18.42,9.363,8.675,0.97,0.014,0.012
39757,121.88625899,-24.30443677,51.99,3.361,2.874,0.66,0.003,0.002
39804,122.00839585,-13.50803296,20.32,7.908,7.31,0.97,0.006,0.006
39903,122.25357658,-61.3017058,46.75,5.261,4.796,3.38,0.002,0.002
39908,122.26171193,-20.49942141,21.52,8.299,7.704,0.89,0.01,0.012
39911,122.27228339,-42.07504136,14.99,10.283,9.634,0.99,0.026,0.024
39947,122.37554115,-51.84283272,17.98,7.257,6.597,0.47,0.004,0.005
40035,122.66656902,-13.79934746,44.47,6.112,5.585,0.77,0.005,0.004
40051,122.71906503,-42.8105824,29.86,9.909,8.896,0.82,0.034,0.024
40072,122.7907903,-46.29736539,24.98,9.872,8.912,1.0,0.026,0.019
40084,122.81800545,-12.92701835,17.64,5.922,4.825,0.69,0.003,0.002
40110,122.89039586,-6.01593789,17.97,8.539,7.962,1.04,0.014,0.013
40122,122.93383789,-44.03394586,13.59,9.886,9.234,0.99,0.027,0.024
40138,122.95980156,-30.32272029,14.07,9.425,8.768,1.08,0.014,0.012
40174,123.06700947,-40.5030911,23.78,8.958,8.258,0.76,0.015,0.013
40188,123.13639023,-54.14652908,12.71,7.371,7.004,0.52,0.005,0.005
40227,123.23637913,-40.5391264,20.98,10.54,9.56,1.08,0.048,0.033
40229,123.24518475,-14.95219661,15.51,10.199,9.407,1.29,0.036,0.028
40239,123.2858756,-13.91579701,46.21,11.327,9.76,4.14,0.082,0.033
40279,123.38624568,-33.29977656,13.29,8.839,7.729,0.78,0.01,0.007
40283,123.39469744,-31.73575187,36.98,7.457,6.781,0.64,0.005,0.004
40313,123.47561977,-56.74023971,16.92,11.22,10.191,1.03,0.06,0.038
40344,123.55537215,-35.49007215,14.38,7.101,5.888,0.53,0.004,0.003
40359,123.60407299,-53.80637055,27.5,12.368,10.515,2.65,0.214,0.058
40438,123.85508167,-52.06016056,36.93,7.322,6.695,0.5,0.004,0.005
40459,123.91645411,-26.0094192,31.84,11.752,10.29,1.62,0.082,0.032
40465,123.93815101,-10.44833717,23.07,10.487,9.357,1.59,0.043,0.027
40506,124.05237919,-35.88223665,13.15,8.409,7.374,0.68,0.011,0.007
40569,124.23936862,-35.40830461,13.77,11.949,10.68,1.63,0.143,0.067
40655,124.48246427,-59.16676267,12.84,6.958,6.503,0.46,0.005,0.005
40693,124.5990846,-12.62976955,79.48,6.917,6.035,0.77,0.004,0.004
40706,124.6391383,-36.65953286,35.06,4.716,4.47,0.53,0.002,0.002
40724,124.68494504,-15.20225211,29.3,11.401,10.007,1.75,0.091,0.043
40786,124.87288144,-11.88294011,16.9,8.188,7.702,0.88,0.008,0.01
40824,124.99086918,-51.94197177,13.25,7.063,6.787,0.5,0.005,0.005
40840,125.00991706,-50.88372238,14.22,9.45,8.82,0.76,0.015,0.014
40916,125.25200275,-52.22801676,13.55,6.805,6.644,0.49,0.004,0.005
40947,125.35075062,-39.62072962,14.89,6.365,6.176,0.53,0.003,0.003
40952,125.36787219,-39.70595775,34.77,8.041,7.247,0.6,0.008,0.006
41078,125.71438512,-39.89577955,12.86,8.67,8.207,0.67,0.009,0.009
41081,125.72991589,-52.12377702,13.68,5.915,5.896,0.47,0.003,0.003
41099,125.76561637,-34.9581617,12.77,8.873,8.388,0.84,0.011,0.011
41134,125.882899,-27.82226926,30.89,7.811,7.155,0.78,0.004,0.004
41147,125.92673102,-55.32040424,12.68,7.936,7.546,0.54,0.007,0.007
41178,126.04353577,-11.43909904,18.99,10.381,9.468,1.38,0.037,0.027
41261,126.26725014,-49.15973529,30.14,8.625,7.759,0.79,0.011,0.008
41278,126.32384376,-34.36694746,15.1,8.608,7.935,0.75,0.009,0.008
41282,126.3292623,-21.04610608,29.46,6.485,6.045,0.78,0.004,0.004
41317,126.45592412,-29.92988208,25.74,8.616,7.87,0.86,0.008,0.006
41353,126.55259177,-57.90406634,14.58,9.397,8.839,0.74,0.016,0.015
41360,126.57310922,-27.14482647,18.65,7.509,7.035,0.79,0.005,0.005
41373,126.60517431,-52.80750215,14.07,6.126,6.059,0.45,0.003,0.004
41426,126.74097365,-52.70484071,18.49,6.982,6.537,0.52,0.004,0.005
41477,126.88980672,-30.63930757,13.58,9.335,8.734,1.01,0.012,0.011
41483,126.90271156,-53.08853976,16.01,5.392,5.109,0.42,0.002,0.002
41522,127.02449567,-27.00017881,13.64,8.797,8.178,0.96,0.011,0.01
41529,127.05017805,-36.72312272,25.04,9.345,8.463,0.85,0.013,0.01
41542,127.07065422,-14.58743631,17.79,8.997,8.416,1.02,0.015,0.014
41587,127.1799777,-40.27678323,15.35,9.764,9.103,0.96,0.018,0.016
41609,127.2356463,-15.87013642,29.69,9.711,8.634,1.63,0.025,0.017
41620,127.28106327,-61.87343162,17.58,9.272,8.568,0.75,0.015,0.013
41659,127.40935865,-54.27616847,19.22,10.537,9.585,0.91,0.034,0.024
41681,127.45897952,-46.99466388,20.81,10.159,9.233,0.91,0.025,0.019
41764,127.74852412,-30.04019481,13.07,9.394,8.753,1.05,0.011,0.01
41777,127.78734402,-54.08864322,23.16,9.192,8.281,0.67,0.013,0.01
41847,127.98514005,-50.18962093,25.5,12.167,10.93,1.26,0.163,0.09
41850,127.99643766,-18.39014218,13.23,8.174,7.148,0.9,0.011,0.009
41890,128.12975204,-40.21029117,12.78,9.148,8.47,0.84,0.012,0.01
41893,128.13912451,-15.03019733,14.1,6.706,6.417,0.8,0.005,0.005
41926,128.21774079,-31.50270424,82.15,7.355,6.469,0.66,0.004,0.003
41949,128.27019048,-24.60689225,12.78,6.526,6.244,1.29,0.003,0.004
41967,128.31419775,-29.95663223,21.87,9.062,8.325,0.88,0.007,0.006
41984,128.36677645,-41.61635113,21.86,7.95,7.136,0.61,0.007,0.007
42011,128.44135411,-23.35594816,32.24,8.146,7.289,0.84,0.007,0.006
42042,128.54765091,-36.90634953,21.73,7.181,6.742,0.57,0.005,0.005
42075,128.63313216,-32.59839612,15.93,7.348,6.501,0.65,0.004,0.004
42108,128.75202698,-16.08635605,27.31,11.896,10.613,1.86,0.159,0.081
42123,128.80200479,-39.97055528,27.53,7.145,6.509,0.56,0.005,0.004
42134,128.83186765,-58.0092947,14.21,6.116,4.957,0.45,0.003,0.002
42157,128.90500798,-42.56047985,13.45,7.975,7.512,0.61,0.007,0.007
42163,128.93250831,-40.8683641,19.59,7.954,7.463,0.63,0.007,0.006
42178,128.96866019,-56.3730105,17.52,7.529,7.115,0.53,0.006,0.005
42202,129.07438098,-34.46027752,18.85,9.872,8.975,1.01,0.018,0.014
42214,129.09640507,-30.03778638,27.38,9.045,8.153,0.77,0.008,0.007
42215,129.09648558,-38.4555166,22.44,7.816,7.281,0.64,0.006,0.006
42219,129.11002901,-50.09830146,14.61,10.757,9.922,0.96,0.041,0.031
42245,129.19043609,-52.51635124,15.27,7.703,7.334,0.55,0.007,0.006
42281,129.31503892,-17.49479172,27.02,9.815,8.825,1.18,0.025,0.018
42291,129.33427475,-40.14774379,36.4,7.249,6.591,0.57,0.004,0.004
42302,129.37356569,-33.74558225,16.79,6.881,6.547,0.56,0.004,0.004
42334,129.46736838,-26.25497008,13.49,5.203,5.239,0.73,0.002,0.003
42344,129.49460965,-27.65216381,20.03,10.447,9.491,1.31,0.03,0.021
42430,129.78362446,-22.6629058,50.2,5.998,5.172,0.98,0.01,0.011
42455,129.84255538,-36.60681885,24.86,6.614,6.163,0.55,0.004,0.003
42483,129.92704475,-29.56086189,13.83,6.008,4.979,0.52,0.003,0.002
42496,129.96188339,-66.07131301,15.99,10.915,9.836,1.37,0.049,0.03
42579,130.18146468,-57.54553217,14.38,6.558,6.319,0.61,0.006,0.008
42695,130.52769397,-52.75648226,20.1,8.709,7.932,1.18,0.02,0.017
42697,130.5322122,-42.92922593,44.73,9.26,8.212,0.79,0.015,0.01
42754,130.69770787,-46.80747056,12.93,7.222,6.95,0.57,0.005,0.005
42758,130.70119731,-36.51369499,13.95,9.39,8.759,1.2,0.016,0.014
42808,130.82606643,-38.88320766,89.78,7.764,6.682,0.56,0.006,0.004
42847,130.96942153,-46.49948627,15.85,9.635,8.925,0.85,0.021,0.017
42872,131.04510862,-28.19305635,13.21,10.062,9.349,1.28,0.021,0.018
42884,131.09985828,-42.64932331,14.27,5.154,4.154,0.54,0.002,0.002
42885,131.099932,-57.76929848,19.52,8.818,8.182,0.67,0.012,0.011
42889,131.10625897,-62.52475001,17.66,8.894,8.204,0.67,0.013,0.011
42895,131.12520012,-65.82568206,16.49,6.288,6.055,0.46,0.003,0.003
42910,131.17082208,-21.43000297,27.28,11.665,10.312,2.4,0.11,0.048
