#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
69191,212.47898599,-53.43872584,17.93,5.933,4.844,0.61,0.003,0.002
69201,212.51354194,-61.52020961,20.95,10.614,9.688,1.65,0.037,0.026
69202,212.52038801,-46.26917918,18.64,8.874,8.25,1.18,0.015,0.013
69210,212.54999047,52.09736267,14.46,9.693,9.04,0.92,0.02,0.018
69214,212.55501431,19.35536898,13.78,9.467,8.816,1.05,0.017,0.015
69220,212.57330534,-44.98895584,20.49,9.128,8.372,1.1,0.017,0.014
69224,212.59040865,-44.97855266,20.63,10.75,9.614,1.7,0.05,0.03
69226,212.59978522,25.09182293,27.27,5.457,4.875,0.78,0.003,0.003
69230,212.61216671,27.63270776,20.58,9.36,8.625,1.03,0.014,0.012
69238,212.62085896,38.0037456,14,8.896,8.331,0.95,0.009,0.008
69240,212.62273114,72.59039916,18.84,9.744,8.859,1.24,0.018,0.014
69256,212.67223749,-47.76896779,15.88,8.226,7.603,0.93,0.015,0.013
69281,212.73258288,15.21567042,17.39,9.145,8.38,1.54,0.013,0.011
69282,212.7378438,-5.973913,14.72,7.892,7.381,0.91,0.009,0.008
69283,212.73894843,31.87365187,13.54,7.944,7.468,0.94,0.007,0.006
69298,212.75805146,-69.71926784,13.6,6.291,6.092,0.66,0.003,0.004
69299,212.76056947,-48.78227564,12.75,7.772,6.715,0.82,0.006,0.004
69303,212.77298892,73.34732383,33.01,11.745,10.349,1.08,0.103,0.047
69311,212.8033246,43.10648152,28.26,11.59,10.205,1.13,0.08,0.039
69313,212.806784,-74.13670556,13.48,9.529,8.991,1.04,0.016,0.015
69322,212.82241534,54.40922813,17.36,8.668,7.942,0.72,0.01,0.008
69333,212.8521094,30.08431064,19.8,11.538,10.422,1.8,0.09,0.053
69340,212.88032541,1.36232319,21.78,6.987,6.462,0.85,0.005,0.004
69345,212.89297735,26.19540003,22.05,11.862,10.62,1.7,0.131,0.065
69347,212.89570293,35.40848333,12.99,9.704,9.03,1.18,0.013,0.011
69357,212.94302002,-12.61132994,43.35,9.009,8.01,1.4,0.017,0.013
69359,212.95127285,9.46221127,19.54,12.254,10.714,2.1,0.169,0.067
69400,213.11180064,67.58617881,25.89,9.541,8.612,1.04,0.016,0.012
69403,213.13933096,-9.90004642,15.27,7.515,7.187,0.96,0.01,0.008
69410,213.1732753,23.81430703,30.62,10.14,8.998,1.16,0.023,0.015
69414,213.18888983,-3.31930138,44.89,7.974,7.123,1.01,0.01,0.008
69415,213.19180466,-27.26110002,14.22,6.568,5.204,0.98,0.005,0.003
69427,213.22392088,-10.274044,14.59,5.917,4.334,0.95,0.004,0.003
69437,213.24712568,31.57770548,13.89,8.825,8.28,1.01,0.01,0.009
69442,213.25422932,55.32542196,26.43,9.251,8.305,1.75,0.023,0.013
69443,213.25756387,-34.62074523,13.69,9.233,8.65,1.09,0.016,0.015
69446,213.2664445,59.02893202,15.14,12.275,10.905,1.57,0.151,0.077
69454,213.30206876,-56.74249371,85.02,11.831,10.433,1.79,0.191,0.087
69457,213.30509025,-75.20279197,17.32,9.736,9.001,0.93,0.017,0.014
69483,213.37062458,51.78999066,21.03,4.765,4.539,0.83,0.003,0.003
69485,213.37970418,-6.95931422,51.06,11.951,10.25,1.74,0.157,0.05
69488,213.40461586,55.36983466,23.89,10.375,9.264,1.13,0.031,0.02
69493,213.41945412,-0.84512445,17.94,6.457,5.948,0.81,0.004,0.004
69508,213.44262393,-36.62100382,13.69,7.691,7.322,0.96,0.007,0.008
69514,213.45343967,30.9909314,17.21,11.237,10.26,1.63,0.07,0.048
69518,213.46435706,46.32514444,26.22,7.806,7.239,0.71,0.007,0.006
69524,213.48013118,-32.04862046,12.86,8.707,8.165,1.24,0.014,0.013
69526,213.48894486,30.21676092,57.78,9.386,8.141,1.05,0.017,0.011
69528,213.49880428,-20.20798229,20.78,8.764,8.167,1.23,0.013,0.012
69536,213.52221581,12.95957667,30.06,6.188,5.593,0.74,0.003,0.003
69535,213.52234554,54.6374683,16.08,8.221,7.686,0.7,0.008,0.007
69555,213.56835288,33.92822703,14.82,9.398,8.692,1.77,0.017,0.015
69564,213.58953291,-5.94792042,24.09,7.079,6.434,1.07,0.007,0.006
69569,213.59818899,41.51901546,22.4,7.603,6.347,0.63,0.006,0.003
69570,213.60381501,-48.14634043,27.62,9.041,8.288,1.12,0.013,0.01
69592,213.67057143,21.87340987,16.95,6.614,6.404,0.75,0.005,0.005
69595,213.67170105,16.01353119,28.11,9.614,8.647,1.13,0.017,0.013
69596,213.67468897,-27.76175915,14.01,8.329,7.792,1.14,0.011,0.009
69601,213.6858296,61.36589023,17.52,11.183,10.042,1,0.055,0.032
69612,213.71192715,10.1010097,12.79,6.594,5.402,0.87,0.005,0.003
69643,213.80918674,-67.65829262,17.95,8.251,7.652,1.07,0.008,0.006
69653,213.83128126,3.13123545,23.46,7.776,7.167,1.93,0.011,0.01
69660,213.8533603,-37.95887411,13.01,9.525,8.848,1.31,0.021,0.018
69668,213.90126351,-50.88437888,14.97,10.97,9.998,1.79,0.042,0.03
69671,213.9107487,-45.00042116,47.51,7.028,6.377,0.78,0.005,0.005
69673,213.91811403,19.18726997,88.85,1.629,0.286,0.74,0.01,0.009
69682,213.95856076,-27.34856461,16.3,9.753,8.997,1.36,0.023,0.019
69699,213.9995325,56.68937159,21.01,7.382,6.727,0.66,0.005,0.005
69701,214.00368717,-5.99952622,46.74,4.691,4.131,0.87,0.004,0.003
69709,214.02332914,50.16879193,22.15,8.548,7.852,0.77,0.011,0.01
69713,214.04195627,51.36701398,33.54,5.019,4.772,0.56,0.002,0.002
69715,214.04686646,21.24275234,16.97,8.164,7.675,0.87,0.011,0.009
69722,214.07633639,-33.24133031,13.4,6.911,6.598,0.98,0.006,0.005
69724,214.08447507,-4.28494836,14.12,9.841,9.003,1.35,0.027,0.021
69727,214.08919485,-6.62151816,19.19,6.774,6.476,1.75,0.005,0.006
69732,214.09656821,46.08791894,33.58,4.293,4.193,0.61,0.002,0.002
69735,214.10158657,39.74469367,20.72,6.819,6.422,0.63,0.004,0.003
69738,214.10973673,58.08283253,16.13,8.755,8.139,0.7,0.01,0.009
69742,214.11968646,33.55801087,13.36,10.659,9.748,1.51,0.029,0.021
69743,214.12101658,26.62877571,12.87,8.906,8.412,1.06,0.016,0.015
69751,214.13719831,20.12207637,30.99,6.83,6.273,0.83,0.007,0.008
69781,214.24138654,-49.94504167,15.36,9.489,8.766,1.12,0.018,0.015
69783,214.25198418,3.08842718,23.53,9.605,8.71,1.37,0.021,0.016
69793,214.26634421,54.54299818,18.35,7.92,7.093,0.59,0.006,0.005
69796,214.27226467,-66.31551503,22.05,7.983,7.366,0.79,0.012,0.01
69824,214.3514386,45.44452103,53.64,12.214,10.413,1.33,0.142,0.043
69838,214.38916202,-26.95849967,17.85,7.827,7.309,1.12,0.009,0.007
69855,214.44070744,68.75195549,14.28,8.005,7.587,0.61,0.007,0.007
69862,214.45504117,48.00209628,14.1,6.869,6.373,0.59,0.005,0.004
69867,214.46508528,-68.04675579,13.93,8.162,7.613,0.82,0.009,0.008
69872,214.47714095,-52.5987924,14.66,9.521,8.726,1.09,0.016,0.013
69879,214.49923373,35.50947085,14.63,6.158,4.923,0.69,0.003,0.002
69884,214.5271058,1.14588467,13.86,9.114,8.495,1.1,0.014,0.013
69886,214.53394896,26.79554435,13,9.138,8.264,1.02,0.015,0.012
69896,214.55821047,-81.00760147,23.36,5.195,4.925,0.5,0.003,0.002
69901,214.59456128,-45.90492628,22.72,10.083,9.009,2.39,0.044,0.03
69905,214.60029056,-30.54665307,15.63,10.815,9.901,1.6,0.052,0.037
69913,214.61957123,29.46699966,19.59,11.9,10.468,1.72,0.133,0.056
69922,214.64086814,28.43918984,14.77,8.165,7.694,0.84,0.009,0.007
69939,214.68574563,-32.42627528,14.2,8.88,8.388,1.15,0.014,0.013
69941,214.69263325,-63.69564512,13.04,9.326,8.265,1.22,0.014,0.009
69946,214.70627605,-69.79999885,14.04,9.488,8.819,1.05,0.014,0.012
69951,214.71826856,48.59256498,13.61,7.452,7.142,0.63,0.005,0.006
69962,214.74284788,-6.60259565,46.46,10.817,9.245,1.73,0.058,0.024
69965,214.75469177,-25.81631724,56.23,6.466,5.937,0.94,0.005,0.004
69972,214.77231374,-59.37706815,84.5,7.968,6.765,0.79,0.009,0.007
69974,214.77750771,-13.37116634,17.47,4.689,4.537,0.94,0.003,0.003
69982,214.80008354,-60.82601127,24.66,9.272,8.361,1.05,0.02,0.015
69989,214.81757038,13.00437724,38.33,5.867,5.439,0.81,0.002,0.002
69995,214.84964562,-37.00280675,14.6,6.031,5.94,0.83,0.004,0.004
69997,214.85186243,-2.09840916,15.61,8.61,8.076,1.15,0.012,0.011
69999,214.858987,27.29078678,23.61,11.67,10.433,1.71,0.1,0.053
70016,214.89680883,-5.15089823,48.12,8.675,7.669,1.11,0.013,0.01
70022,214.92071957,0.38436366,14.29,6.431,6.209,0.78,0.004,0.004
70024,214.93441789,-31.66921816,14.11,10.566,9.888,1.52,0.043,0.038
70025,214.93455166,4.00623577,19.22,8.9,8.232,1.32,0.015,0.013
70027,214.93883677,16.30680118,17.12,6.453,4.982,0.68,0.004,0.003
70035,214.96543244,-61.27275714,20.69,5.555,5.246,0.63,0.003,0.003
70049,215.03422522,-11.05831016,23.47,11.131,10.211,1.77,0.079,0.054
70066,215.07336207,48.50704186,14.05,8.435,7.833,1.49,0.038,0.038
70088,215.13510863,54.67672688,13.95,9.826,9.13,0.87,0.022,0.018
70090,215.13949709,-37.88526711,13.19,4.015,4.046,0.86,0.002,0.002
70098,215.1601697,-64.46824403,22.45,10.609,9.604,1.64,0.027,0.018
70103,215.17673558,-52.32578107,20,7.821,7.372,0.78,0.007,0.007
70104,215.17729569,-45.1868814,21.95,5.135,4.808,0.8,0.003,0.002
70123,215.22314214,-17.48136135,18.93,9.085,8.391,1.4,0.018,0.016
70127,215.23769581,33.29051273,12.89,8.501,8.062,0.97,0.008,0.007
70140,215.27884347,-65.82844977,16.2,8.813,8.192,1,0.009,0.008
70142,215.28731121,37.40108632,23.65,10.002,8.983,1.14,0.018,0.013
70152,215.30972794,8.97162667,15.13,11.864,11.034,1.87,0.124,0.096
70157,215.32257798,-51.36176111,16.92,11.46,10.355,2.11,0.089,0.052
70163,215.33344737,-43.48844115,15.37,9.032,8.219,1.07,0.014,0.011
70170,215.34840032,-40.39378369,36.43,10.391,9.154,1.21,0.03,0.018
70178,215.37499884,21.24582721,14.06,10.965,10.034,1.7,0.05,0.035
70181,215.38485728,12.76549823,19.86,9.563,8.76,1.14,0.019,0.015
70193,215.42161542,19.36265059,16.85,9.297,8.66,1.08,0.019,0.017
70218,215.49016751,29.63036497,69.43,10.186,8.709,1.08,0.025,0.014
70219,215.49267904,-46.47162255,14.14,10.267,9.355,1.48,0.04,0.029
70235,215.5578509,35.64874215,20.43,8.839,8.204,1.27,0.008,0.007
70239,215.57123695,-69.0851622,17.19,7.852,7.396,0.75,0.006,0.007
70252,215.62052386,60.96590392,23.48,8.116,7.487,0.6,0.01,0.008
70253,215.62399701,55.86971227,24.37,8.988,8.293,0.71,0.012,0.011
70255,215.6256731,65.58559142,20.13,11.778,10.37,1.21,0.101,0.042
70269,215.66106181,-7.76785216,22.81,8.174,7.556,1.89,0.018,0.015
70279,215.68880016,36.2420041,13.01,10.459,9.769,1.38,0.02,0.017
70292,215.72242903,-25.17961257,14.04,10.227,9.481,1.23,0.029,0.025
70304,215.77001675,63.99314689,13.34,11.107,10.106,1.12,0.05,0.034
70306,215.77461567,-27.75373395,18.67,6.515,4.944,0.76,0.005,0.002
70308,215.77626176,-68.38207621,42.29,12.244,10.441,1.47,0.172,0.052
70310,215.77884593,25.33801798,28,6.685,6.264,0.77,0.004,0.004
70317,215.79897377,-8.11602105,28.23,11.33,9.965,1.66,0.085,0.04
70319,215.81314273,1.2427295,56.82,7.035,6.327,1.04,0.005,0.005
70324,215.83438339,18.56006679,12.96,10.085,9.392,1.3,0.028,0.024
70327,215.84475026,8.44664037,15.17,4.878,4.827,0.93,0.006,0.008
70330,215.84810256,-27.8220346,17.28,8.561,7.799,0.99,0.013,0.011
70338,215.86427216,37.20642117,12.77,7.826,7.406,0.74,0.005,0.005
70341,215.86807917,36.25010889,15.41,9.63,8.887,1.04,0.011,0.009
70344,215.88044759,39.32815191,14.27,7.906,7.275,1.08,0.007,0.006
70353,215.92007927,32.38287784,16.34,10.182,9.389,1.28,0.017,0.014
70354,215.92064385,65.39542214,14.42,10.061,9.368,0.97,0.024,0.021
70356,215.92480204,40.84438531,15.26,7.425,6.798,0.7,0.005,0.005
70371,215.96504056,1.7341627,17.09,10.09,9.289,1.65,0.029,0.023
70382,216.00137386,-19.80077798,12.73,8.633,7.432,1.04,0.011,0.007
70386,216.02385386,11.24696692,27.9,7.445,6.823,2,0.008,0.008
70393,216.0325693,46.76968156,15.57,8.578,7.99,0.79,0.009,0.009
70394,216.03403148,29.16137866,12.55,10.339,9.652,1.22,0.032,0.027
70400,216.04745973,5.82011481,21.56,5.264,5.116,0.9,0.003,0.004
70424,216.1067635,10.62518404,15.01,9.926,9.164,1.64,0.029,0.024
70426,216.11306817,60.25659088,22.2,10.951,9.747,1.07,0.039,0.023
70435,216.1310763,49.29692945,13.35,9.256,8.543,0.88,0.016,0.014
70459,216.19298028,-63.70621965,27.44,7.976,7.313,0.85,0.005,0.005
70470,216.20442741,41.27561662,24.84,9.306,8.443,0.95,0.012,0.01
70487,216.2643993,49.24390471,16.04,12.32,10.781,1.66,0.255,0.093
70497,216.30008064,51.85171354,68.63,4.648,4.102,0.56,0.002,0.002
70499,216.31561614,53.58513121,23.59,7.722,7.173,0.61,0.007,0.006
70500,216.32216452,32.79133868,31,9.549,8.561,1,0.015,0.011
70512,216.36225246,-40.04294942,16.09,10.774,9.684,1.55,0.045,0.029
70515,216.36828464,-53.46491646,12.71,9.939,9.267,1.29,0.023,0.02
70520,216.37515544,20.59157119,21.32,7.969,7.339,0.83,0.009,0.008
70525,216.39735016,-30.86374382,17.17,8.85,8.246,1.16,0.012,0.011
70529,216.42904283,23.61979409,59.54,11.592,9.851,1.73,0.088,0.031
70536,216.44227875,23.62319461,63.35,11.963,10.169,1.81,0.131,0.042
70538,216.44905121,-26.85210525,12.99,7.68,6.597,1.09,0.006,0.004
70557,216.49347036,13.43357104,29.28,8.985,8.124,0.94,0.016,0.013
70560,216.50064188,34.37128385,16.96,11.371,10.433,1.58,0.052,0.038
70562,216.50234078,7.23127382,13.68,8.579,8.064,1.02,0.014,0.013
70608,216.64507558,-18.82005961,22.29,9.953,8.928,1.46,0.022,0.016
70609,216.6454648,27.6452133,13.1,8.666,8.11,0.91,0.01,0.01
70610,216.64925795,-81.45276725,27.57,10.92,9.873,1.09,0.048,0.032
70616,216.67591015,5.93519729,17.53,8.531,7.316,0.86,0.011,0.007
70618,216.67999855,78.4987184,16.27,7.76,7.278,0.54,0.007,0.006
70623,216.70154033,-5.17742025,14.63,9.831,8.87,1.15,0.028,0.02
70648,216.75159972,-57.28836732,14.91,8.425,7.917,0.9,0.009,0.009
70656,216.77066655,-77.18284809,27.34,11.408,10.121,1.26,0.061,0.032
70663,216.80124777,-46.1340642,17.16,6.201,5.852,0.83,0.003,0.004
70674,216.82774915,53.31080217,13.68,8.676,8.043,0.7,0.01,0.009
70677,216.83947897,-14.83863299,21.29,7.889,7.38,0.99,0.008,0.007
70680,216.85176863,-6.1201914,13.83,6.303,6.182,0.83,0.004,0.005
70681,216.85397557,-18.41047531,19.16,9.977,9.34,1.44,0.026,0.022
70685,216.86464754,41.02496446,13.07,7.074,6.684,0.63,0.004,0.004
70695,216.88858596,-51.93318344,26.28,8.685,7.936,0.94,0.013,0.011
70705,216.92432527,41.95366816,17.29,11.215,10.041,1.58,0.06,0.033
70714,216.93882698,-13.35929187,23.41,7.142,6.686,0.87,0.006,0.006
70724,216.95864417,-45.96312244,16.08,9.67,8.912,1.25,0.022,0.018
70755,217.05091806,-2.22795009,24.15,5.681,4.913,1,0.004,0.003
70756,217.05101092,-16.11009825,29.76,11.238,9.927,1.55,0.066,0.034
70760,217.06284471,16.11906896,15.6,8.284,7.502,0.97,0.01,0.008
70767,217.08889671,-49.91535182,13.55,10.919,9.971,1.63,0.044,0.031
70768,217.09737978,-23.01246733,14.81,8.462,7.973,1.33,0.011,0.014
70782,217.13021469,2.78870615,24.65,7.662,7.073,1,0.009,0.006
70792,217.15892576,44.39781686,19.72,10.832,9.79,1.26,0.045,0.03
70805,217.20582913,38.99479367,16.56,10.163,9.264,1.11,0.023,0.017
70829,217.26451279,-46.74148996,19.47,9.768,8.987,1.3,0.02,0.016
70831,217.27397724,9.04714533,21.45,9.356,8.657,1.61,0.019,0.017
70836,217.2880829,38.2782667,27.4,10.433,9.274,2.62,0.032,0.019
70839,217.29106625,-29.11353861,17.69,7.683,7.166,0.91,0.009,0.008
70849,217.32751069,-46.46332289,41.71,11.992,10.497,2.02,0.164,0.065
70853,217.33519832,-65.5500006,15.51,9.077,8.415,1,0.009,0.008
70857,217.34403747,80.81017568,51.04,7.838,6.973,0.58,0.006,0.005
70861,217.35919943,-80.10336146,13.52,8.075,7.588,1.39,0.019,0.018
70868,217.38625498,-37.03945517,14.79,8.631,7.912,1.1,0.01,0.008
70873,217.40284392,41.79644804,42.43,7.241,6.438,0.59,0.004,0.003
70894,217.46045655,0.82891135,13.1,6.156,5.983,1.28,0.005,0.005
70906,217.50081442,-4.24716587,17.95,7.502,7.084,0.92,0.008,0.009
70922,217.55280759,-62.86219334,17.71,8.857,8.294,1.03,0.009,0.008
70923,217.55829081,-15.2485713,16.2,7.605,7.134,1,0.01,0.008
70931,217.58746947,-49.51892657,14.66,5.451,5.389,0.89,0.002,0.002
70950,217.68884229,35.45326727,45.46,10.024,8.811,1.03,0.015,0.01
70952,217.6929151,63.18576376,31.51,6.605,6.151,0.5,0.004,0.004
70956,217.70194441,-8.64575059,60.53,11.309,9.569,1.57,0.09,0.031
70957,217.70867563,-50.48130581,13.43,9.416,8.785,1.3,0.02,0.018
70973,217.75309023,-5.80229908,26.04,8.667,7.781,1.04,0.014,0.011
70991,217.80144225,-19.97767526,12.53,8.885,8.208,0.95,0.014,0.012
71001,217.8171959,-51.38218111,19.31,10.683,9.602,1.41,0.035,0.022
71006,217.83174788,-15.63791312,22.85,8.658,7.891,1.65,0.028,0.021
71034,217.92022073,12.85625957,18.52,8.125,7.59,1.04,0.009,0.009
71047,217.94723032,-32.55646139,15.62,10.151,9.404,1.51,0.033,0.027
71050,217.95383913,-64.28347838,22.86,9.014,8.291,1.02,0.011,0.01
71053,217.95774098,30.37114497,21.92,5.271,3.722,0.81,0.002,0.002
71062,217.98289927,-68.80918779,13.41,9.074,8.45,1,0.011,0.01
71076,218.01946757,18.83604225,16.95,8.408,7.864,1.04,0.009,0.012
71075,218.01982421,38.30788348,38.29,3.29,3.062,0.73,0.002,0.002
71094,218.08446559,26.67734238,14.03,6.281,6.035,0.92,0.004,0.004
71103,218.10269163,-37.81722495,14.48,9.209,8.614,1.21,0.016,0.014
71104,218.10388928,44.78533365,13.25,8.843,8.237,0.83,0.012,0.01
71115,218.13592482,22.25996072,19.44,6.354,5.94,0.77,0.004,0.003
71117,218.13862309,61.43797314,14.39,10.236,9.355,0.93,0.026,0.02
71135,218.21858693,-52.64614731,27.68,12.125,10.7,1.83,0.165,0.071
71141,218.24042455,3.65940263,14.78,7.921,7.446,1.14,0.009,0.01
71147,218.27236779,55.45970052,12.5,10.415,9.728,1.13,0.034,0.03
71162,218.32406059,-30.89501354,14.03,9.539,8.84,1.41,0.023,0.019
71165,218.33067335,46.88400637,22.79,11.188,9.952,1.12,0.056,0.03
71168,218.33444972,36.95920251,13.67,7.007,6.451,0.83,0.004,0.003
71177,218.35607775,6.28621205,17.28,8.31,7.763,1.01,0.01,0.01
71181,218.37105398,52.90818846,74.5,8.551,7.359,0.69,0.011,0.007
71190,218.3950318,9.33562445,30.35,9.989,8.883,1.31,0.031,0.02
71192,218.39778281,65.39531602,33.92,7.199,6.662,0.63,0.005,0.005
71193,218.40189113,35.58556383,25.4,8.445,7.624,1.45,0.008,0.007
71206,218.43606491,43.00770583,12.9,7.137,6.812,0.73,0.005,0.005
71218,218.46481368,2.57564066,16.21,10.044,9.223,1.35,0.038,0.029
71232,218.50362049,15.63354105,13.79,10.181,9.493,1.65,0.025,0.022
71243,218.54847412,32.53446287,23.72,6.825,6.362,0.77,0.003,0.003
71248,218.55908407,50.02561047,14.5,9.273,8.617,0.77,0.016,0.014
71251,218.56542001,57.06582344,34.46,7.08,6.524,0.54,0.005,0.004
71252,218.56929099,-11.1772658,12.83,10.257,9.42,1.52,0.039,0.03
71262,218.61071709,-54.27702051,13.3,10.185,9.431,1.38,0.025,0.021
71270,218.63733362,-3.1712327,13.09,9.302,8.743,1.49,0.018,0.017
71284,218.66954381,29.74480735,64.66,4.901,4.513,0.72,0.002,0.002
71291,218.6988393,39.41617988,16.03,9.619,9.018,1.03,0.016,0.015
71296,218.71364092,-38.60409736,13.78,9.743,8.821,1.28,0.021,0.015
71311,218.74296112,33.74613569,49.11,11.153,9.677,1.27,0.044,0.02
71322,218.77501643,23.51579411,14.76,9.181,8.473,1.11,0.015,0.013
71340,218.83843417,-11.74681369,18.98,10.666,9.658,1.61,0.06,0.042
71347,218.86327732,-5.83288634,14.22,8.259,7.78,0.97,0.011,0.009
71368,218.93720114,-42.83452335,12.82,8.659,8.131,1.13,0.01,0.009
71369,218.93731549,-45.61845102,13.84,8.679,8.037,1.66,0.01,0.009
71395,219.00182978,9.74712521,60.35,8.723,7.59,0.99,0.016,0.011
71407,219.03224604,-22.17738473,13.43,7.62,7.261,1.37,0.007,0.007
71423,219.08505281,-53.5152687,12.62,9.839,9.177,1.25,0.018,0.017
71425,219.08919838,57.56049552,15.92,8.971,8.384,0.74,0.012,0.011
71440,219.15303991,56.69160793,19.31,8.888,8.155,0.71,0.011,0.009
71462,219.2245792,-4.2790158,19.12,8.764,7.886,1.43,0.011,0.009
71466,219.23290205,42.83130025,16.94,7.189,6.65,0.59,0.005,0.005
71469,219.25123338,-12.30623565,29.97,6.742,6.243,0.95,0.006,0.005
71481,219.27041701,-25.80223159,38.52,9.591,8.371,1.1,0.021,0.013
71515,219.38800387,-16.54065148,24.14,9.923,8.842,1.08,0.031,0.021
71516,219.39120991,-29.36729552,17.5,10.094,9.265,1.63,0.033,0.026
71527,219.43759664,3.33279,21.05,9.889,9.062,1.72,0.031,0.024
71530,219.44498594,-67.93132799,35.5,6.644,6.101,0.66,0.004,0.003
71541,219.48798259,53.04393366,12.67,8.956,8.434,0.75,0.012,0.011
71559,219.52972031,-12.91055855,16.82,8.277,7.523,0.98,0.016,0.012
71572,219.56038997,14.02923597,20.29,9.13,8.352,1.3,0.018,0.015
71588,219.61491111,19.85618184,16.16,8.673,8.14,0.96,0.01,0.01
71602,219.65644271,54.85324294,15.21,7.947,7.498,0.62,0.008,0.008
71618,219.70950726,44.40454503,16.56,5.431,5.398,0.55,0.003,0.002
71619,219.71204132,-22.54251366,19.24,9.831,9.008,1.61,0.027,0.021
71625,219.73323981,-35.60011003,19.57,7.972,7.475,0.86,0.008,0.009
71629,219.74867439,-59.14078862,15.93,7.132,6.586,0.71,0.005,0.004
71631,219.75165826,64.29168401,29.46,8.37,7.674,0.61,0.012,0.01
71639,219.79589411,-46.58395597,27.76,6.667,6.119,0.76,0.004,0.003
71640,219.80366932,-41.9503875,13.99,9.68,8.954,1.4,0.019,0.016
71658,219.85267655,-49.05501516,17.91,6.89,6.423,0.72,0.004,0.004
71673,219.90333261,-1.20768634,16.33,11.133,10.261,1.62,0.056,0.043
71679,219.91558901,66.34681074,18.87,8.093,7.444,0.65,0.009,0.008
71682,219.92053587,-26.72362903,25.06,7.52,7.047,0.92,0.007,0.008
71686,219.94585878,-26.69797068,25.11,11.181,9.982,2.43,0.071,0.04
71693,219.98876823,-53.00143181,13.6,8.852,8.342,1.44,0.01,0.009
71711,220.02970571,58.67931162,15.36,9.296,8.603,1.09,0.014,0.012
71718,220.04444435,57.71315429,19.8,8.477,7.932,0.66,0.012,0.01
71719,220.05287328,-45.54592056,13.83,8.804,8.174,1.17,0.011,0.01
71720,220.05407424,-7.51509441,25.1,10.264,9.337,1.59,0.037,0.028
71726,220.07637929,30.44394473,17.98,8.44,7.764,0.87,0.01,0.009
71734,220.10596877,-29.30154067,14.58,8.357,7.869,1.22,0.008,0.01
71735,220.1159968,-57.02878779,36.43,8.206,7.454,0.96,0.01,0.008
71737,220.11806883,30.52061836,19.82,8.722,8.033,1.04,0.011,0.009
71741,220.12774748,47.23947593,15.6,9.769,8.955,0.83,0.02,0.015
71743,220.12989224,-16.20913162,42.43,8.114,7.312,0.97,0.01,0.009
71755,220.1633807,-65.41838699,17.41,8.42,7.883,0.84,0.007,0.007
71759,220.17650164,13.53436103,18.83,6.214,5.96,0.85,0.003,0.004
71774,220.23274091,-26.42872263,14.99,8.138,7.521,0.94,0.011,0.009
71777,220.24260488,38.15028414,15.16,7.939,7.475,0.71,0.006,0.006
71782,220.25291684,57.95819514,18.88,8.032,7.073,0.91,0.012,0.01
71785,220.26011515,-2.42323856,16.94,9.066,8.45,1.04,0.018,0.016
71788,220.26922311,-9.50410202,18.22,10.529,9.505,1.59,0.051,0.035
71795,220.28716819,13.72833113,18.07,3.863,3.799,1.24,0.005,0.003
71796,220.28804755,35.78684864,17.33,11.584,10.468,2,0.065,0.039
71803,220.31736084,-4.94450151,18.46,8.979,8.267,1.41,0.022,0.019
71805,220.32601771,23.72212284,14.04,9.745,9.07,1.17,0.023,0.02
71809,220.33017741,-36.88500375,14.88,8.884,8.347,1.09,0.011,0.01
71813,220.34328079,29.05925235,21.22,8.614,7.892,1.02,0.008,0.007
71814,220.34683208,-35.90091961,17.43,10.819,9.988,1.53,0.044,0.034
71819,220.37086455,13.60165467,14.04,9.064,8.468,1.19,0.035,0.032
71834,220.42260548,-9.80947776,15.4,8.637,8.1,1.09,0.013,0.012
71843,220.4411019,24.53835441,16.9,8.246,7.709,0.86,0.011,0.008
71855,220.46744227,-75.13943205,49.15,7.604,6.814,0.64,0.006,0.005
71861,220.48305391,-58.61573462,22.58,6.752,6.26,0.74,0.004,0.005
71872,220.50290436,52.00530805,14.69,8.007,7.584,0.64,0.007,0.008
71876,220.51315491,61.26198751,23.47,6.681,6.236,0.57,0.005,0.005
71887,220.54707517,31.92662829,13.43,9.318,8.828,1.07,0.013,0.013
71890,220.55502723,-32.76999952,15.88,7.788,6.734,1.07,0.009,0.006
71899,220.59653442,21.29316598,21.91,8.084,7.514,0.85,0.007,0.009
71904,220.61008101,19.50395713,38.62,11.753,10.136,2.01,0.099,0.035
71908,220.62785433,-64.97456957,60.97,3.502,3.211,0.58,0.002,0.002
71914,220.64085699,19.48015622,44.54,10.757,9.191,2.57,0.045,0.02
71929,220.67638708,-74.31151634,17.95,9.214,8.518,1,0.013,0.011
71931,220.67687835,14.70859385,14.73,6.994,6.604,0.96,0.006,0.006
71932,220.67933574,-49.24998612,15.06,9.662,8.947,1.28,0.019,0.016
71938,220.69744751,14.69471679,13.33,9.773,8.96,1.39,0.028,0.023
71939,220.70241948,4.04563178,14.31,9.37,8.9,1.49,0.021,0.021
71943,220.71728453,-24.49176806,15.95,8.612,7.868,0.98,0.011,0.009
71957,220.76484284,-5.6574291,53.54,4.331,3.914,0.95,0.003,0.003
71989,220.84328561,51.91781949,20.79,9.019,8.308,0.7,0.012,0.01
72010,220.91451458,-35.17322549,15.89,5.83,4.21,0.71,0.004,0.002
72014,220.94249443,0.04758383,14.42,9.876,9.194,1.61,0.028,0.025
